pm25_5y_z,no2_5y_z,traj_cluster_ra,age_years,sex_category,race_category,admit_year,charlson_score,advanced_cancer_any_poa,pred_icu_los_hours
-2,0,1,70.23809523809524,Male,White,2021,8.086401570937653,FALSE,59.97630655915964
-1.9,0,1,70.23809523809524,Male,White,2021,8.086401570937653,FALSE,60.32859050410948
-1.8,0,1,70.23809523809524,Male,White,2021,8.086401570937653,FALSE,60.68294366580402
-1.7,0,1,70.23809523809524,Male,White,2021,8.086401570937653,FALSE,61.03937819824178
-1.6,0,1,70.23809523809524,Male,White,2021,8.086401570937653,FALSE,61.397906326806996
-1.5,0,1,70.23809523809524,Male,White,2021,8.086401570937653,FALSE,61.758540348695846
-1.4,0,1,70.23809523809524,Male,White,2021,8.086401570937653,FALSE,62.121292633332146
-1.2999999999999998,0,1,70.23809523809524,Male,White,2021,8.086401570937653,FALSE,62.48617562279422
-1.2,0,1,70.23809523809524,Male,White,2021,8.086401570937653,FALSE,62.85320183224434
-1.1,0,1,70.23809523809524,Male,White,2021,8.086401570937653,FALSE,63.22238385035171
-1,0,1,70.23809523809524,Male,White,2021,8.086401570937653,FALSE,63.59373433973148
-0.8999999999999999,0,1,70.23809523809524,Male,White,2021,8.086401570937653,FALSE,63.96726603737269
-0.7999999999999998,0,1,70.23809523809524,Male,White,2021,8.086401570937653,FALSE,64.34299175507788
-0.7,0,1,70.23809523809524,Male,White,2021,8.086401570937653,FALSE,64.72092437990524
-0.5999999999999999,0,1,70.23809523809524,Male,White,2021,8.086401570937653,FALSE,65.10107687460426
-0.5,0,1,70.23809523809524,Male,White,2021,8.086401570937653,FALSE,65.48346227806765
-0.3999999999999999,0,1,70.23809523809524,Male,White,2021,8.086401570937653,FALSE,65.86809370577213
-0.2999999999999998,0,1,70.23809523809524,Male,White,2021,8.086401570937653,FALSE,66.25498435023104
-0.19999999999999996,0,1,70.23809523809524,Male,White,2021,8.086401570937653,FALSE,66.64414748144964
-0.09999999999999987,0,1,70.23809523809524,Male,White,2021,8.086401570937653,FALSE,67.03559644737368
0,0,1,70.23809523809524,Male,White,2021,8.086401570937653,FALSE,67.42934467435482
0.10000000000000009,0,1,70.23809523809524,Male,White,2021,8.086401570937653,FALSE,67.82540566760443
0.20000000000000018,0,1,70.23809523809524,Male,White,2021,8.086401570937653,FALSE,68.22379301165971
0.30000000000000027,0,1,70.23809523809524,Male,White,2021,8.086401570937653,FALSE,68.62452037085248
0.40000000000000036,0,1,70.23809523809524,Male,White,2021,8.086401570937653,FALSE,69.02760148977116
0.5,0,1,70.23809523809524,Male,White,2021,8.086401570937653,FALSE,69.43305019373987
0.6000000000000001,0,1,70.23809523809524,Male,White,2021,8.086401570937653,FALSE,69.8408803892859
0.7000000000000002,0,1,70.23809523809524,Male,White,2021,8.086401570937653,FALSE,70.25110606461952
0.8000000000000003,0,1,70.23809523809524,Male,White,2021,8.086401570937653,FALSE,70.66374129011682
0.9000000000000004,0,1,70.23809523809524,Male,White,2021,8.086401570937653,FALSE,71.07880021879528
1,0,1,70.23809523809524,Male,White,2021,8.086401570937653,FALSE,71.49629708680732
1.1,0,1,70.23809523809524,Male,White,2021,8.086401570937653,FALSE,71.9162462139214
1.2000000000000002,0,1,70.23809523809524,Male,White,2021,8.086401570937653,FALSE,72.33866200401631
1.3000000000000003,0,1,70.23809523809524,Male,White,2021,8.086401570937653,FALSE,72.76355894557825
1.4000000000000004,0,1,70.23809523809524,Male,White,2021,8.086401570937653,FALSE,73.19095161219055
1.5,0,1,70.23809523809524,Male,White,2021,8.086401570937653,FALSE,73.62085466304184
1.6,0,1,70.23809523809524,Male,White,2021,8.086401570937653,FALSE,74.05328284342158
1.7000000000000002,0,1,70.23809523809524,Male,White,2021,8.086401570937653,FALSE,74.48825098522889
1.8000000000000003,0,1,70.23809523809524,Male,White,2021,8.086401570937653,FALSE,74.92577400748446
1.9000000000000004,0,1,70.23809523809524,Male,White,2021,8.086401570937653,FALSE,75.36586691683486
2,0,1,70.23809523809524,Male,White,2021,8.086401570937653,FALSE,75.80854480807577
